Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,5-14 years,0,39,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,15-24 years,,311,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,18-29 years,,479,12,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,25-34 years,17,527,18,,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,30-49 years,92,"1,685",95,33,,160,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,35-44 years,33,800,49,11,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,45-54 years,120,"1,402",107,54,,177,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,50-64 years,383,"4,303",405,190,18,615,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,55-64 years,311,"3,486",332,155,15,503,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,65-74 years,575,"5,052",559,287,13,860,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,75-84 years,760,"5,282",703,379,,"1,093",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Male,85 years and over,589,"3,852",537,287,,842,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,All Ages,"2,315","19,296","2,035",977,51,"3,419",
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,Under 1 year,0,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,0-17 years,0,169,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,1-4 years,0,23,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,5-14 years,0,29,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,15-24 years,,117,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,18-29 years,,201,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,25-34 years,11,238,16,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,30-49 years,77,"1,086",84,32,,130,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,35-44 years,26,501,30,,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,45-54 years,69,989,96,36,,132,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,50-64 years,251,"2,840",296,128,12,430,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,55-64 years,225,"2,296",243,114,,362,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,65-74 years,427,"3,731",440,219,14,661,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,75-84 years,655,"4,901",585,291,,957,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Arkansas,Female,85 years and over,900,"6,368",616,303,13,"1,224",
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,All Sexes,All Ages,"41,014","339,447","42,084","23,437",820,"60,470",
02/03/2021,01/01/2020,01/30/2021,California,Male,All Ages,"23,797","182,265","24,148","13,940",419,"34,419",
02/03/2021,01/01/2020,01/30/2021,California,Male,Under 1 year,,929,19,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Male,0-17 years,10,"1,802",38,,12,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Male,1-4 years,,188,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Male,5-14 years,,309,,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Male,15-24 years,53,"2,988",62,25,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Male,18-29 years,137,"5,252",141,53,,233,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Male,25-34 years,262,"5,731",241,114,16,405,
02/03/2021,01/01/2020,01/30/2021,California,Male,30-49 years,"1,644","15,528","1,400",897,47,"2,193",
02/03/2021,01/01/2020,01/30/2021,California,Male,35-44 years,708,"7,336",609,378,23,961,
02/03/2021,01/01/2020,01/30/2021,California,Male,45-54 years,"1,921","12,828","1,637","1,105",45,"2,498",
02/03/2021,01/01/2020,01/30/2021,California,Male,50-64 years,"5,275","35,473","4,837","3,146",117,"7,082",
02/03/2021,01/01/2020,01/30/2021,California,Male,55-64 years,"4,114","27,746","3,833","2,474",87,"5,559",
02/03/2021,01/01/2020,01/30/2021,California,Male,65-74 years,"5,716","38,311","5,771","3,479",87,"8,092",
02/03/2021,01/01/2020,01/30/2021,California,Male,75-84 years,"5,830","41,444","6,301","3,547",74,"8,658",
02/03/2021,01/01/2020,01/30/2021,California,Male,85 years and over,"5,185","44,455","5,660","2,815",74,"8,104",
02/03/2021,01/01/2020,01/30/2021,California,Female,All Ages,"17,217","157,178","17,936","9,497",401,"26,051",
02/03/2021,01/01/2020,01/30/2021,California,Female,Under 1 year,,750,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Female,0-17 years,,"1,275",27,0,,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Female,1-4 years,,131,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Female,5-14 years,,236,14,0,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Female,15-24 years,38,965,36,13,,67,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Female,18-29 years,72,"1,690",82,33,12,133,
02/03/2021,01/01/2020,01/30/2021,California,Female,25-34 years,129,"2,080",130,62,19,216,
02/03/2021,01/01/2020,01/30/2021,California,Female,30-49 years,720,"7,326",731,397,47,"1,100",
02/03/2021,01/01/2020,01/30/2021,California,Female,35-44 years,324,"3,393",341,185,22,501,
02/03/2021,01/01/2020,01/30/2021,California,Female,45-54 years,745,"6,976",793,444,33,"1,127",
02/03/2021,01/01/2020,01/30/2021,California,Female,50-64 years,"2,268","19,910","2,457","1,382",81,"3,424",
02/03/2021,01/01/2020,01/30/2021,California,Female,55-64 years,"1,827","15,670","1,972","1,108",63,"2,754",
02/03/2021,01/01/2020,01/30/2021,California,Female,65-74 years,"3,113","25,691","3,437","1,922",73,"4,699",
02/03/2021,01/01/2020,01/30/2021,California,Female,75-84 years,"4,459","36,855","4,677","2,575",92,"6,651",
02/03/2021,01/01/2020,01/30/2021,California,Female,85 years and over,"6,579","64,431","6,525","3,188",89,"10,004",
02/03/2021,01/01/2020,01/30/2021,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Unknown,1-4 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,5-14 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,15-24 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,18-29 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,California,Unknown,35-44 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,45-54 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,50-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,55-64 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,65-74 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,75-84 years,0,0,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,California,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,All Sexes,All Ages,"5,390","49,862","4,784","2,660",140,"7,649",
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,All Ages,"2,955","26,576","2,734","1,605",70,"4,152",
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,Under 1 year,,166,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,0-17 years,,366,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,1-4 years,0,32,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,5-14 years,,64,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,15-24 years,,561,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,18-29 years,15,953,13,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,25-34 years,16,"1,050",26,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,30-49 years,119,"2,601",137,62,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,35-44 years,44,"1,271",63,25,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,45-54 years,160,"1,867",151,89,10,232,
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,50-64 years,428,"4,953",437,233,23,655,
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,55-64 years,337,"3,862",342,178,16,517,
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,65-74 years,669,"5,668",690,402,14,971,
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,75-84 years,889,"6,142",798,500,,"1,191",One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Male,85 years and over,830,"5,893",657,402,15,"1,098",
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,All Ages,"2,435","23,285","2,050","1,055",70,"3,497",
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,Under 1 year,0,161,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,0-17 years,,253,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,1-4 years,0,12,0,0,0,0,
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,5-14 years,0,34,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,15-24 years,,209,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,18-29 years,,325,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,25-34 years,,414,20,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,30-49 years,50,"1,308",83,23,,117,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,35-44 years,23,619,37,10,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,45-54 years,66,"1,088",85,34,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,50-64 years,202,"2,958",262,117,21,368,
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,55-64 years,158,"2,307",208,95,15,286,
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,65-74 years,384,"3,911",378,199,12,573,
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,75-84 years,664,"5,472",570,302,,940,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Female,85 years and over,"1,128","9,058",743,412,20,"1,479",
02/03/2021,01/01/2020,01/30/2021,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
02/03/2021,01/01/2020,01/30/2021,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
